customer_id,first_name,last_name,email,segment,region,country,industry,acquisition_channel,acquisition_date,last_purchase_date,activity_status,lifetime_value_USD
CUST-0038,Charles,White,charles.white38@email.com,Individual,Africa,South Africa,Finance,Direct,2019-09-15,2024-04-06,At Risk,11269.84
CUST-0039,Thomas,Thompson,thomas.thompson39@email.com,Government,North America,Mexico,Unknown,Direct,2021-05-17,2024-05-08,At Risk,35849.55
CUST-0040,Kofi,Taylor,kofi.taylor40@email.com,Individual,Asia Pacific,Singapore,Education,Referral,2021-09-14,2024-12-18,Active,38182.46
CUST-0041,Michael,Allen,michael.allen41@email.com,Individual,Europe,Netherlands,Manufacturing,Direct,2021-10-27,2024-07-18,At Risk,31045.57
CUST-0042,John,Jones,john.jones42@email.com,SMB,Africa,Kenya,Logistics,Paid Ads,2021-08-13,2023-06-12,Churned,52881.95
CUST-0043,Amanda,Davis,amanda.davis43@email.com,Startup,Middle East,UAE,Retail,Partner,2022-12-22,2023-03-16,Churned,57104.79
CUST-0044,Kwame,White,kwame.white44@email.com,Startup,Africa,South Africa,Education,Direct,2021-09-26,2023-05-19,Churned,49316.00
CUST-0045,Melissa,Osei,melissa.osei45@email.com,Startup,Latin America,Colombia,Manufacturing,Unknown,2020-05-28,2022-04-02,Churned,3516.55
CUST-0046,Charles,Nwosu,charles.nwosu46@email.com,Enterprise,Asia Pacific,Japan,Technology,Referral,2022-06-25,2023-05-14,Churned,63853.74
CUST-0047,Richard,Thomas,richard.thomas47@email.com,Government,Asia Pacific,India,Healthcare,Organic Search,2019-07-24,2023-12-19,Churned,41190.09
CUST-0048,Charles,Li,charles.li48@email.com,SMB,North America,Canada,Unknown,Direct,2019-10-03,2021-10-16,Churned,1327.61
CUST-0049,Omar,Singh,omar.singh49@email.com,Startup,Europe,United Kingdom,Logistics,Partner,2020-11-01,2020-11-15,Churned,62598.39
CUST-0050,Lena,Singh,lena.singh50@email.com,SMB,Latin America,Chile,Retail,Paid Ads,2021-11-07,2024-02-22,Churned,42194.53
CUST-0051,Chen,Hassan,chen.hassan51@email.com,SMB,Middle East,Qatar,Logistics,Organic Search,2022-09-13,2024-06-29,At Risk,44763.85
CUST-0052,David,Moore,david.moore52@email.com,Government,North America,Canada,Manufacturing,Partner,2019-05-24,2023-01-23,Churned,75629.53
CUST-0053,Kofi,Osei,kofi.osei53@email.com,Individual,Latin America,Argentina,Hospitality,Direct,2021-10-22,2023-04-02,Churned,76670.81
CUST-0054,Sarah,Martin,sarah.martin54@email.com,SMB,Africa,Ghana,Healthcare,Partner,2020-01-22,2020-02-21,Churned,68220.81
CUST-0055,Elizabeth,Brown,elizabeth.brown55@email.com,SMB,North America,Canada,Finance,Paid Ads,2021-11-22,2023-06-05,Churned,66299.45
CUST-0056,Amanda,Williams,amanda.williams56@email.com,Enterprise,Asia Pacific,Singapore,Manufacturing,Email Campaign,2022-02-18,2023-02-01,Churned,9367.86
CUST-0057,Charles,Johnson,charles.johnson57@email.com,Individual,Africa,Ghana,Finance,Email Campaign,2023-05-22,2023-06-27,Churned,57548.48
CUST-0058,Amanda,Nwosu,amanda.nwosu58@email.com,Enterprise,Asia Pacific,South Korea,Finance,Social Media,2021-01-21,2023-07-08,Churned,5116.05
CUST-0059,Melissa,Okafor,melissa.okafor59@email.com,Enterprise,North America,Mexico,Retail,Social Media,2023-05-25,2023-08-20,Churned,19640.61
CUST-0060,Jessica,Anderson,jessica.anderson60@email.com,SMB,Latin America,Chile,Unknown,Direct,2020-04-18,2022-12-08,Churned,70463.29
CUST-0061,Jessica,Singh,jessica.singh61@email.com,Government,Africa,Ghana,Healthcare,Referral,2020-05-11,2022-05-20,Churned,63091.07
CUST-0062,Amanda,Osei,amanda.osei62@email.com,SMB,North America,Mexico,Hospitality,Referral,2022-10-23,2023-06-25,Churned,58102.76
CUST-0063,Chen,Anderson,chen.anderson63@email.com,Individual,Middle East,Saudi Arabia,Retail,Email Campaign,2023-01-30,2023-11-02,Churned,46245.02
CUST-0064,Amanda,Adeleke,amanda.adeleke64@email.com,Startup,North America,Mexico,Manufacturing,Organic Search,2021-10-07,2022-06-15,Churned,49430.51
CUST-0065,William,Wilson,william.wilson65@email.com,Government,Middle East,UAE,Hospitality,Email Campaign,2021-08-10,2024-10-08,Active,48733.72
CUST-0066,Amara,Hassan,amara.hassan66@email.com,Startup,Asia Pacific,South Korea,Finance,Partner,2019-12-21,2021-03-20,Churned,52223.45
CUST-0067,Priya,Smith,priya.smith67@email.com,Government,Africa,Ghana,Technology,Unknown,2020-09-17,2024-11-17,Active,83347.88
CUST-0068,Elizabeth,Harris,elizabeth.harris68@email.com,Government,Europe,Sweden,Logistics,Social Media,2020-12-08,2023-11-06,Churned,77179.66
CUST-0069,Jessica,Mensah,jessica.mensah69@email.com,Startup,Latin America,Argentina,Finance,Organic Search,2023-03-14,2024-07-13,At Risk,81673.31
CUST-0070,Daniel,Diallo,daniel.diallo70@email.com,Enterprise,Middle East,Qatar,Logistics,Paid Ads,2022-08-27,2024-03-21,Churned,35701.65
CUST-0071,Elizabeth,Mueller,elizabeth.mueller71@email.com,Enterprise,Latin America,Argentina,Finance,Paid Ads,2019-06-20,2022-06-30,Churned,82420.58
CUST-0072,Michael,Hassan,michael.hassan72@email.com,SMB,Latin America,Colombia,Retail,Paid Ads,2020-06-11,2022-09-05,Churned,13017.15
CUST-0073,Fatima,Walker,fatima.walker73@email.com,Startup,Latin America,Argentina,Healthcare,Social Media,2021-06-21,2022-10-27,Churned,64901.45
CUST-0074,Amara,Garcia,amara.garcia74@email.com,Enterprise,Africa,Nigeria,Education,Unknown,2019-12-11,2023-10-16,Churned,17485.12
CUST-0075,Michael,Miller,michael.miller75@email.com,SMB,Africa,South Africa,Healthcare,Organic Search,2019-08-31,2020-03-27,Churned,28889.98
CUST-0076,Robert,Harris,robert.harris76@email.com,SMB,Africa,Ghana,Finance,Social Media,2019-01-24,2022-06-26,Churned,62406.31
CUST-0077,Aisha,Yamamoto,aisha.yamamoto77@email.com,Enterprise,Asia Pacific,Australia,Logistics,Partner,2021-01-29,2022-11-10,Churned,34706.81
CUST-0078,Richard,Mensah,richard.mensah78@email.com,Startup,Europe,United Kingdom,Retail,Direct,2019-12-01,2023-09-10,Churned,57288.28
CUST-0079,Thomas,Patel,thomas.patel79@email.com,Individual,Africa,South Africa,Manufacturing,Paid Ads,2023-03-24,2023-10-30,Churned,11355.76
CUST-0080,David,Thomas,david.thomas80@email.com,Startup,Europe,United Kingdom,Finance,Organic Search,2021-10-14,2023-09-10,Churned,56649.64
CUST-0081,Priya,White,priya.white81@email.com,Enterprise,North America,Mexico,Finance,Referral,2023-03-12,2024-01-27,Churned,38067.80
CUST-0082,Melissa,Johnson,melissa.johnson82@email.com,Enterprise,Africa,South Africa,Finance,Email Campaign,2021-10-06,2023-03-09,Churned,64232.46
CUST-0083,Lena,Thomas,lena.thomas83@email.com,Enterprise,Latin America,Argentina,Technology,Email Campaign,2021-07-12,2023-10-30,Churned,27271.37
CUST-0084,Chen,Jones,chen.jones84@email.com,Startup,North America,United States,Education,Partner,2023-04-16,2023-08-27,Churned,69670.33
CUST-0085,Robert,Patel,robert.patel85@email.com,Enterprise,Middle East,UAE,Healthcare,Social Media,2022-10-26,2023-11-15,Churned,31965.12
CUST-0086,Emily,Yamamoto,emily.yamamoto86@email.com,Startup,Europe,Spain,Retail,Email Campaign,2020-04-04,2021-08-01,Churned,56081.74
CUST-0087,Elizabeth,Wilson,elizabeth.wilson87@email.com,Individual,Asia Pacific,Australia,Hospitality,Referral,2021-05-12,2023-05-14,Churned,52112.62
CUST-0088,James,Moore,james.moore88@email.com,Enterprise,North America,Canada,Unknown,Partner,2021-11-29,2022-12-20,Churned,52198.55
CUST-0089,Ibrahim,Osei,ibrahim.osei89@email.com,Government,Europe,Sweden,Retail,Organic Search,2019-07-20,2019-09-08,Churned,9871.80
CUST-0090,Emily,Walker,emily.walker90@email.com,Government,Asia Pacific,India,Technology,Email Campaign,2023-04-17,2024-12-09,At Risk,84544.68
CUST-0091,Ashley,Martin,ashley.martin91@email.com,Enterprise,Africa,Ghana,Retail,Organic Search,2020-12-04,2021-05-23,Churned,8465.74
CUST-0092,Arjun,Thompson,arjun.thompson92@email.com,Enterprise,Latin America,Brazil,Hospitality,Partner,2021-10-29,2022-01-26,Churned,75822.38
CUST-0093,Kofi,Mensah,kofi.mensah93@email.com,Individual,North America,Canada,Healthcare,Email Campaign,2020-01-23,2024-04-29,At Risk,32443.84
CUST-0094,Zara,Taylor,zara.taylor94@email.com,Enterprise,Europe,Germany,Education,Referral,2021-03-17,2021-04-30,Churned,74074.34
CUST-0095,Omar,Smith,omar.smith95@email.com,Enterprise,Africa,Ghana,Technology,Partner,2020-08-09,2022-03-06,Churned,73348.08
CUST-0096,Omar,White,omar.white96@email.com,SMB,Middle East,UAE,Finance,Unknown,2022-06-12,2023-07-23,Churned,22986.60
CUST-0097,Amara,White,amara.white97@email.com,Enterprise,Europe,Netherlands,Technology,Partner,2019-08-01,2021-10-20,Churned,51174.54
CUST-0098,Emily,Johnson,emily.johnson98@email.com,SMB,Middle East,UAE,Hospitality,Referral,2022-05-13,2023-09-22,Churned,67479.89
CUST-0099,Charles,Brown,charles.brown99@email.com,Enterprise,Latin America,Chile,Logistics,Paid Ads,2020-12-24,2024-04-10,At Risk,9250.13
CUST-0100,Arjun,Jackson,arjun.jackson100@email.com,Individual,Europe,United Kingdom,Retail,Referral,2020-11-02,2024-10-15,Active,47348.31
CUST-0101,Arjun,Allen,arjun.allen101@email.com,Government,Middle East,Qatar,Retail,Direct,2023-04-02,2024-02-15,Churned,76520.13
CUST-0102,David,Nwosu,david.nwosu102@email.com,Individual,Latin America,Chile,Education,Organic Search,2023-04-18,2024-08-02,At Risk,29508.34
CUST-0103,Emily,Garcia,emily.garcia103@email.com,Government,North America,Canada,Logistics,Referral,2023-05-29,2023-12-31,Churned,1128.82
CUST-0104,Jessica,Garcia,jessica.garcia104@email.com,Startup,North America,Canada,Finance,Unknown,2019-07-31,2019-10-08,Churned,69286.62
CUST-0105,David,Jones,david.jones105@email.com,Enterprise,North America,Canada,Technology,Email Campaign,2020-01-26,2023-05-20,Churned,23754.15
CUST-0106,Elizabeth,Johnson,elizabeth.johnson106@email.com,Individual,Latin America,Chile,Hospitality,Organic Search,2021-08-21,2023-06-02,Churned,61247.18
CUST-0107,Omar,Martin,omar.martin107@mail.com,Enterprise,Middle East,Saudi Arabia,Retail,Social Media,2023-05-29,2023-07-19,Churned,40185.55
CUST-0108,Ashley,Diallo,ashley.diallo108@email.com,SMB,North America,United States,Healthcare,Direct,2019-12-23,2021-01-17,Churned,7014.44
CUST-0109,Michael,Harris,michael.harris109@email.com,Enterprise,Latin America,Chile,Retail,Partner,2021-06-25,2021-08-20,Churned,33482.44
CUST-0110,Aisha,Patel,aisha.patel110@email.com,Startup,Middle East,Saudi Arabia,Finance,Direct,2021-09-20,2024-01-12,Churned,55922.73
CUST-0111,Amanda,Johnson,amanda.johnson111@email.com,Government,Latin America,Colombia,Education,Referral,2021-01-30,2023-05-09,Churned,60248.12
CUST-0112,Lena,Singh,lena.singh112@email.com,SMB,Africa,Kenya,Healthcare,Direct,2019-06-11,2022-05-31,Churned,33108.64
CUST-0113,Daniel,Li,daniel.li113@email.com,Startup,North America,United States,Technology,Social Media,2022-07-19,2023-09-04,Churned,49225.44
CUST-0114,Yuki,Adeleke,yuki.adeleke114@email.com,Startup,Europe,United Kingdom,Finance,Organic Search,2021-07-10,2021-09-30,Churned,28405.09
CUST-0115,Chukwuemeka,Diallo,chukwuemeka.diallo115@email.com,Startup,Middle East,UAE,Hospitality,Partner,2022-06-11,2023-07-12,Churned,32538.72
CUST-0116,Aisha,Davis,aisha.davis116@email.com,SMB,Latin America,Chile,Manufacturing,Unknown,2020-01-22,2023-10-17,Churned,19482.26
CUST-0117,Chukwuemeka,Patel,chukwuemeka.patel117@email.com,Government,Europe,Germany,Logistics,Paid Ads,2022-07-14,2023-03-07,Churned,30548.47
CUST-0118,Omar,Taylor,omar.taylor118@email.com,Individual,Latin America,Brazil,Unknown,Paid Ads,2020-12-19,2022-01-25,Churned,21371.27
CUST-0119,Fatima,Okafor,fatima.okafor119@email.com,Individual,North America,Canada,Logistics,Email Campaign,2021-03-13,2021-04-22,Churned,12859.49
CUST-0120,Nicole,Johnson,nicole.johnson120@email.com,Government,Middle East,Saudi Arabia,Education,Paid Ads,2019-04-21,2023-03-04,Churned,73660.58
CUST-0121,Daniel,Moore,daniel.moore121@email.com,Startup,Europe,Germany,Finance,Referral,2022-12-14,2023-05-25,Churned,76126.19
CUST-0122,Sarah,Garcia,sarah.garcia122@email.com,Enterprise,Africa,Nigeria,Manufacturing,Organic Search,2022-08-01,2023-07-09,Churned,39013.96
CUST-0123,Amara,Davis,amara.davis123@email.com,SMB,Asia Pacific,Singapore,Hospitality,Social Media,2022-05-07,2022-06-18,Churned,11888.74
CUST-0124,Jessica,Okafor,jessica.okafor124@email.com,Enterprise,Latin America,Argentina,Healthcare,Paid Ads,2022-09-25,2023-05-01,Churned,8142.21
CUST-0125,Arjun,Davis,arjun.davis125@mail.com,Startup,Africa,Ghana,Technology,Direct,2019-08-06,2021-03-08,Churned,79536.53
CUST-0126,Nicole,Okafor,nicole.okafor126@email.com,Enterprise,Latin America,Argentina,Technology,Direct,2019-06-17,2022-09-24,Churned,9896.46
CUST-0127,Michael,Allen,michael.allen127@email.com,Enterprise,North America,United States,Logistics,Unknown,2022-06-08,2023-10-09,Churned,16159.42
CUST-0128,Robert,Patel,robert.patel128@email.com,SMB,North America,United States,Unknown,Referral,2019-08-05,2021-04-11,Churned,23454.67
CUST-0129,Yuki,Thompson,yuki.thompson129@email.com,Enterprise,North America,Mexico,Finance,Referral,2022-10-24,2023-01-09,Churned,54497.27
CUST-0130,Ibrahim,Miller,ibrahim.miller130@email.com,Government,Middle East,UAE,Education,Social Media,2022-10-04,2023-02-25,Churned,54497.15
CUST-0131,Michael,Li,michael.li131@email.com,Startup,North America,Canada,Hospitality,Email Campaign,2020-01-23,2023-04-03,Churned,81520.45
CUST-0132,Arjun,Williams,arjun.williams132@email.com,Startup,Africa,South Africa,Technology,Direct,2022-09-18,2024-03-15,Churned,42365.72
CUST-0133,William,Kim,william.kim133@email.com,Individual,Africa,Ghana,Logistics,Email Campaign,2023-05-27,2023-10-23,Churned,43560.25
CUST-0134,Chukwuemeka,Thompson,chukwuemeka.thompson134@email.com,Government,North America,United States,Finance,Organic Search,2023-05-19,2024-07-23,At Risk,53713.08
CUST-0135,Chen,Johnson,chen.johnson135@email.com,Enterprise,North America,Mexico,Hospitality,Partner,2023-04-06,2024-01-06,Churned,29608.71
CUST-0136,Kofi,Taylor,kofi.taylor136@email.com,Startup,Europe,Sweden,Finance,Partner,2022-05-04,2024-07-05,At Risk,32708.40
CUST-0137,Sarah,Kim,sarah.kim137@email.com,Government,Latin America,Colombia,Finance,Organic Search,2023-04-09,2023-05-30,Churned,43329.72
CUST-0138,Stephanie,Harris,stephanie.harris138@email.com,Startup,Middle East,UAE,Logistics,Organic Search,2020-10-09,2022-04-29,Churned,6051.87
CUST-0139,Chukwuemeka,White,chukwuemeka.white139@email.com,Individual,Europe,Netherlands,Finance,Email Campaign,2020-02-16,2023-03-01,Churned,55864.36
CUST-0140,Omar,Thompson,omar.thompson140@email.com,Enterprise,Latin America,Brazil,Logistics,Organic Search,2019-06-04,2024-07-22,At Risk,36511.44
CUST-0141,Charles,Anderson,charles.anderson141@email.com,Individual,North America,United States,Retail,Unknown,2022-04-04,2022-08-29,Churned,16670.90
CUST-0142,Daniel,Martin,daniel.martin142@email.com,Enterprise,Asia Pacific,Singapore,Manufacturing,Unknown,2022-01-12,2023-02-03,Churned,29048.25
CUST-0143,Kofi,Taylor,kofi.taylor143@email.com,Individual,Europe,Spain,Technology,Direct,2020-11-23,2022-03-14,Churned,21596.23
CUST-0144,Michael,Hassan,michael.hassan144@email.com,Startup,Asia Pacific,Japan,Technology,Organic Search,2022-01-26,2024-07-30,At Risk,17738.10
CUST-0145,Michael,Miller,michael.miller145@email.com,Enterprise,Europe,Germany,Healthcare,Organic Search,2021-04-22,2021-11-12,Churned,51013.12
CUST-0146,Daniel,Johnson,daniel.johnson146@email.com,Startup,Africa,Kenya,Manufacturing,Partner,2021-11-07,2022-04-13,Churned,48114.19
CUST-0147,Jessica,Moore,jessica.moore147@email.com,Individual,Latin America,Brazil,Logistics,Email Campaign,2019-08-15,2021-12-03,Churned,52114.22
CUST-0148,Omar,Davis,omar.davis148@email.com,Government,Middle East,UAE,Logistics,Unknown,2022-07-07,2024-11-24,Active,39800.14
CUST-0149,James,Miller,james.miller149@email.com,SMB,Europe,Germany,Technology,Partner,2023-03-05,2023-04-25,Churned,42099.24
CUST-0150,Amanda,Yamamoto,amanda.yamamoto150@email.com,SMB,North America,Mexico,Manufacturing,Referral,2022-08-09,2022-12-08,Churned,73190.28
CUST-0151,Kofi,Thomas,kofi.thomas151@email.com,SMB,Europe,Sweden,Retail,Email Campaign,2020-03-14,2021-01-13,Churned,70259.58
CUST-0152,James,Osei,james.osei152@email.com,Individual,Middle East,Saudi Arabia,Education,Direct,2019-06-11,2024-08-28,At Risk,60216.40
CUST-0153,Yuki,Diallo,yuki.diallo153@email.com,Government,North America,United States,Manufacturing,Partner,2023-03-10,2023-07-28,Churned,32256.07
CUST-0154,Robert,Allen,robert.allen154@email.com,SMB,Africa,Nigeria,Technology,Email Campaign,2021-07-16,2022-02-27,Churned,9239.21
CUST-0155,Robert,Jackson,robert.jackson155@email.com,SMB,North America,Mexico,Education,Paid Ads,2020-08-11,2023-01-09,Churned,12474.45
CUST-0156,Aisha,Harris,aisha.harris156@email.com,Enterprise,Africa,Nigeria,Retail,Unknown,2022-12-24,2024-02-20,Churned,16013.06
CUST-0157,James,Li,james.li157@email.com,SMB,Latin America,Chile,Retail,Paid Ads,2019-04-27,2024-01-28,Churned,78008.47
CUST-0158,Ashley,Wilson,ashley.wilson158@email.com,Government,Middle East,Saudi Arabia,Education,Paid Ads,2019-09-01,2022-08-21,Churned,60979.85
CUST-0159,Emily,Okafor,emily.okafor159@email.com,Individual,North America,Mexico,Logistics,Paid Ads,2020-09-27,2021-05-26,Churned,35395.67
CUST-0160,Daniel,Davis,daniel.davis160@email.com,Government,Latin America,Colombia,Logistics,Social Media,2022-10-19,2023-04-19,Churned,65633.59
CUST-0161,Charles,Adeleke,charles.adeleke161@email.com,Individual,North America,Mexico,Hospitality,Partner,2022-04-09,2022-07-21,Churned,65827.26
CUST-0162,John,Harris,john.harris162@email.com,Individual,Middle East,Qatar,Retail,Email Campaign,2019-10-01,2024-03-06,Churned,4596.32
CUST-0163,Omar,Yamamoto,omar.yamamoto163@email.com,SMB,Asia Pacific,Singapore,Logistics,Organic Search,2019-02-22,2022-07-04,Churned,19905.30
CUST-0164,Nicole,Diallo,nicole.diallo164@email.com,Individual,North America,Mexico,Technology,Unknown,2020-08-30,2023-04-04,Churned,66494.25
CUST-0165,Jessica,Adeleke,jessica.adeleke165@email.com,Government,Europe,Germany,Retail,Paid Ads,2019-06-01,2022-11-21,Churned,49556.01
CUST-0166,Kwame,Williams,kwame.williams166@email.com,SMB,Latin America,Argentina,Education,Social Media,2020-01-20,2023-12-19,Churned,602.71
CUST-0167,Fatima,Kim,fatima.kim167@email.com,Individual,North America,United States,Manufacturing,Email Campaign,2020-08-04,2021-05-29,Churned,44169.44
CUST-0168,Chen,Walker,chen.walker168@email.com,SMB,North America,Canada,Retail,Social Media,2019-02-11,2024-09-06,At Risk,55125.34
CUST-0169,Ibrahim,Osei,ibrahim.osei169@email.com,SMB,Asia Pacific,South Korea,Education,Direct,2023-04-17,2023-07-31,Churned,10971.60
CUST-0170,Lena,Wilson,lena.wilson170@email.com,SMB,North America,Mexico,Unknown,Direct,2023-02-27,2023-12-22,Churned,67486.09
CUST-0171,Zara,Kim,zara.kim171@email.com,Enterprise,Europe,Netherlands,Retail,Partner,2020-11-10,2024-05-21,At Risk,8319.26
CUST-0172,Lena,Jackson,lena.jackson172@email.com,SMB,Latin America,Argentina,Finance,Organic Search,2022-03-12,2022-05-14,Churned,53484.74
CUST-0173,Priya,Johnson,priya.johnson173@email.com,Startup,Europe,United Kingdom,Finance,Email Campaign,2020-09-21,2023-08-16,Churned,33657.73
CUST-0174,Ashley,Osei,ashley.osei174@email.com,SMB,Europe,Spain,Logistics,Partner,2019-03-04,2023-06-22,Churned,8955.56
CUST-0175,John,Anderson,john.anderson175@email.com,Enterprise,Africa,Ghana,Logistics,Social Media,2021-09-16,2022-07-23,Churned,37261.06
CUST-0176,Sarah,Williams,sarah.williams176@email.com,Startup,Europe,Spain,Manufacturing,Paid Ads,2020-12-21,2023-04-05,Churned,78044.54
CUST-0177,Aisha,Miller,aisha.miller177@email.com,Individual,Asia Pacific,India,Logistics,Email Campaign,2021-07-18,2022-09-07,Churned,4025.82
CUST-0178,Amanda,Allen,amanda.allen178@email.com,Individual,Latin America,Argentina,Technology,Paid Ads,2021-04-24,2021-08-25,Churned,71197.36
CUST-0179,Emily,Allen,emily.allen179@email.com,SMB,Middle East,Qatar,Logistics,Direct,2023-05-04,2024-09-06,At Risk,47595.49
CUST-0180,Aisha,Brown,aisha.brown180@email.com,Government,North America,Mexico,Technology,Organic Search,2022-03-21,2022-05-21,Churned,26161.96
CUST-0181,Aisha,Martin,aisha.martin181@email.com,Government,North America,Mexico,Technology,Organic Search,2022-02-27,2024-07-23,At Risk,33431.93
CUST-0182,Kwame,Thompson,kwame.thompson182@email.com,SMB,Latin America,Colombia,Logistics,Organic Search,2022-01-07,2023-10-30,Churned,64112.76
CUST-0183,Arjun,Mensah,arjun.mensah183@email.com,Enterprise,Latin America,Chile,Education,Organic Search,2019-06-21,2024-05-01,At Risk,39372.25
CUST-0184,Fatima,Mensah,fatima.mensah184@email.com,SMB,Africa,South Africa,Education,Unknown,2021-03-19,2024-07-20,At Risk,6206.28
